codEleccion,codDepartamento,codDistrito,codZona,codLocal,numMesa,blancos,nulos,totProg,desCandidatura,desDepartamento,desDistrito,desZona,desLocal,votos,numLista,idLista,orden,desPartido,sigPartido
18,1,0,0,1,2,7,5,120,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,12,3,3,PARTIDO FRENTE AMPLIO,PFA
18,1,0,0,1,2,7,5,120,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,3,15,4,4,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,MNAP
18,1,0,0,1,2,7,5,120,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,22,5,5,MOVIMIENTO SOBERANIA NACIONAL,SN
18,1,0,0,1,2,7,5,120,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,3,23,6,6,PARTIDO VERDE PARAGUAY,PVP
18,1,0,0,1,2,7,5,120,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,2,30,7,7,MOVIMIENTO RESERVA PATRIOTICA,MRP
18,1,0,0,1,2,7,5,120,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,45,8,8,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,PSDH
18,1,0,0,1,2,7,5,120,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,50,9,9,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,PMPP
18,1,0,0,1,2,7,5,120,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,60,10,10,MOVIMIENTO CIVICO NACIONAL UNAMONOS,UNAMONOS
18,1,0,0,1,3,1,5,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,55,1,1,1,PARTIDO COLORADO,ANR
18,1,0,0,1,3,1,5,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,39,5,2,2,ALIANZA GANAR,GANAR
18,1,0,0,1,3,1,5,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,1,12,3,3,PARTIDO FRENTE AMPLIO,PFA
18,1,0,0,1,3,1,5,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,15,4,4,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,MNAP
18,1,0,0,1,3,1,5,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,22,5,5,MOVIMIENTO SOBERANIA NACIONAL,SN
18,1,0,0,1,3,1,5,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,7,23,6,6,PARTIDO VERDE PARAGUAY,PVP
18,1,0,0,1,3,1,5,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,2,30,7,7,MOVIMIENTO RESERVA PATRIOTICA,MRP
18,1,0,0,1,3,1,5,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,45,8,8,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,PSDH
18,1,0,0,1,3,1,5,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,1,50,9,9,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,PMPP
18,1,0,0,1,3,1,5,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,1,60,10,10,MOVIMIENTO CIVICO NACIONAL UNAMONOS,UNAMONOS
18,1,0,0,1,4,5,5,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,54,1,1,1,PARTIDO COLORADO,ANR
18,1,0,0,1,4,5,5,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,56,5,2,2,ALIANZA GANAR,GANAR
18,1,0,0,1,4,5,5,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,12,3,3,PARTIDO FRENTE AMPLIO,PFA
18,1,0,0,1,4,5,5,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,1,15,4,4,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,MNAP
18,1,0,0,1,4,5,5,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,22,5,5,MOVIMIENTO SOBERANIA NACIONAL,SN
18,1,0,0,1,4,5,5,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,4,23,6,6,PARTIDO VERDE PARAGUAY,PVP
18,1,0,0,1,4,5,5,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,30,7,7,MOVIMIENTO RESERVA PATRIOTICA,MRP
18,1,0,0,1,4,5,5,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,45,8,8,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,PSDH
18,1,0,0,1,4,5,5,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,2,50,9,9,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,PMPP
18,1,0,0,1,4,5,5,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,60,10,10,MOVIMIENTO CIVICO NACIONAL UNAMONOS,UNAMONOS
18,1,0,0,1,5,2,6,126,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,50,1,1,1,PARTIDO COLORADO,ANR
18,1,0,0,1,5,2,6,126,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,62,5,2,2,ALIANZA GANAR,GANAR
18,1,0,0,1,5,2,6,126,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,12,3,3,PARTIDO FRENTE AMPLIO,PFA
18,1,0,0,1,5,2,6,126,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,15,4,4,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,MNAP
18,1,0,0,1,5,2,6,126,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,1,22,5,5,MOVIMIENTO SOBERANIA NACIONAL,SN
18,1,0,0,1,5,2,6,126,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,5,23,6,6,PARTIDO VERDE PARAGUAY,PVP
18,1,0,0,1,5,2,6,126,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,30,7,7,MOVIMIENTO RESERVA PATRIOTICA,MRP
18,1,0,0,1,5,2,6,126,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,45,8,8,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,PSDH
18,1,0,0,1,5,2,6,126,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,50,9,9,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,PMPP
18,1,0,0,1,5,2,6,126,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,60,10,10,MOVIMIENTO CIVICO NACIONAL UNAMONOS,UNAMONOS
18,1,0,0,1,6,2,3,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,62,1,1,1,PARTIDO COLORADO,ANR
18,1,0,0,1,6,2,3,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,43,5,2,2,ALIANZA GANAR,GANAR
18,1,0,0,1,6,2,3,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,2,12,3,3,PARTIDO FRENTE AMPLIO,PFA
18,1,0,0,1,6,2,3,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,15,4,4,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,MNAP
18,1,0,0,1,6,2,3,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,22,5,5,MOVIMIENTO SOBERANIA NACIONAL,SN
18,1,0,0,1,6,2,3,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,12,23,6,6,PARTIDO VERDE PARAGUAY,PVP
18,1,0,0,1,6,2,3,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,1,30,7,7,MOVIMIENTO RESERVA PATRIOTICA,MRP
18,1,0,0,1,6,2,3,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,45,8,8,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,PSDH
18,1,0,0,1,6,2,3,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,1,50,9,9,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,PMPP
18,1,0,0,1,6,2,3,127,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,1,60,10,10,MOVIMIENTO CIVICO NACIONAL UNAMONOS,UNAMONOS
18,1,0,0,1,7,8,0,125,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,47,1,1,1,PARTIDO COLORADO,ANR
18,1,0,0,1,7,8,0,125,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,62,5,2,2,ALIANZA GANAR,GANAR
18,1,0,0,1,7,8,0,125,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,12,3,3,PARTIDO FRENTE AMPLIO,PFA
18,1,0,0,1,7,8,0,125,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,15,4,4,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,MNAP
18,1,0,0,1,7,8,0,125,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,1,22,5,5,MOVIMIENTO SOBERANIA NACIONAL,SN
18,1,0,0,1,7,8,0,125,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,7,23,6,6,PARTIDO VERDE PARAGUAY,PVP
18,1,0,0,1,7,8,0,125,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,30,7,7,MOVIMIENTO RESERVA PATRIOTICA,MRP
18,1,0,0,1,7,8,0,125,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,45,8,8,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,PSDH
18,1,0,0,1,7,8,0,125,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,50,9,9,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,PMPP
18,1,0,0,1,7,8,0,125,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,60,10,10,MOVIMIENTO CIVICO NACIONAL UNAMONOS,UNAMONOS
18,1,0,0,1,9,4,2,117,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,52,1,1,1,PARTIDO COLORADO,ANR
18,1,0,0,1,9,4,2,117,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,56,5,2,2,ALIANZA GANAR,GANAR
18,1,0,0,1,9,4,2,117,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,12,3,3,PARTIDO FRENTE AMPLIO,PFA
18,1,0,0,1,9,4,2,117,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,15,4,4,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,MNAP
18,1,0,0,1,9,4,2,117,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,22,5,5,MOVIMIENTO SOBERANIA NACIONAL,SN
18,1,0,0,1,9,4,2,117,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,1,23,6,6,PARTIDO VERDE PARAGUAY,PVP
18,1,0,0,1,9,4,2,117,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,1,30,7,7,MOVIMIENTO RESERVA PATRIOTICA,MRP
18,1,0,0,1,9,4,2,117,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,45,8,8,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,PSDH
18,1,0,0,1,9,4,2,117,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,1,50,9,9,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,PMPP
18,1,0,0,1,9,4,2,117,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,60,10,10,MOVIMIENTO CIVICO NACIONAL UNAMONOS,UNAMONOS
18,1,0,0,1,10,3,6,129,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,52,1,1,1,PARTIDO COLORADO,ANR
18,1,0,0,1,10,3,6,129,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,55,5,2,2,ALIANZA GANAR,GANAR
18,1,0,0,1,10,3,6,129,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,12,3,3,PARTIDO FRENTE AMPLIO,PFA
18,1,0,0,1,10,3,6,129,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,15,4,4,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,MNAP
18,1,0,0,1,10,3,6,129,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,22,5,5,MOVIMIENTO SOBERANIA NACIONAL,SN
18,1,0,0,1,10,3,6,129,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,12,23,6,6,PARTIDO VERDE PARAGUAY,PVP
18,1,0,0,1,10,3,6,129,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,30,7,7,MOVIMIENTO RESERVA PATRIOTICA,MRP
18,1,0,0,1,10,3,6,129,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,45,8,8,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,PSDH
18,1,0,0,1,10,3,6,129,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,1,50,9,9,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,PMPP
18,1,0,0,1,10,3,6,129,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,60,10,10,MOVIMIENTO CIVICO NACIONAL UNAMONOS,UNAMONOS
18,1,0,0,1,11,3,6,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,66,1,1,1,PARTIDO COLORADO,ANR
18,1,0,0,1,11,3,6,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,30,5,2,2,ALIANZA GANAR,GANAR
18,1,0,0,1,11,3,6,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,1,12,3,3,PARTIDO FRENTE AMPLIO,PFA
18,1,0,0,1,11,3,6,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,15,4,4,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,MNAP
18,1,0,0,1,11,3,6,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,1,22,5,5,MOVIMIENTO SOBERANIA NACIONAL,SN
18,1,0,0,1,11,3,6,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,3,23,6,6,PARTIDO VERDE PARAGUAY,PVP
18,1,0,0,1,11,3,6,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,30,7,7,MOVIMIENTO RESERVA PATRIOTICA,MRP
18,1,0,0,1,11,3,6,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,45,8,8,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,PSDH
18,1,0,0,1,11,3,6,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,1,50,9,9,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,PMPP
18,1,0,0,1,11,3,6,112,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,1,60,10,10,MOVIMIENTO CIVICO NACIONAL UNAMONOS,UNAMONOS
18,1,0,0,1,12,4,2,120,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,40,1,1,1,PARTIDO COLORADO,ANR
18,1,0,0,1,12,4,2,120,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,65,5,2,2,ALIANZA GANAR,GANAR
18,1,0,0,1,12,4,2,120,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,12,3,3,PARTIDO FRENTE AMPLIO,PFA
18,1,0,0,1,12,4,2,120,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,15,4,4,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,MNAP
18,1,0,0,1,12,4,2,120,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,22,5,5,MOVIMIENTO SOBERANIA NACIONAL,SN
18,1,0,0,1,12,4,2,120,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,8,23,6,6,PARTIDO VERDE PARAGUAY,PVP
18,1,0,0,1,12,4,2,120,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,1,30,7,7,MOVIMIENTO RESERVA PATRIOTICA,MRP
18,1,0,0,1,12,4,2,120,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,45,8,8,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,PSDH
18,1,0,0,1,12,4,2,120,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,50,9,9,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,PMPP
18,1,0,0,1,12,4,2,120,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,60,10,10,MOVIMIENTO CIVICO NACIONAL UNAMONOS,UNAMONOS
18,1,0,0,1,13,5,3,129,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,61,1,1,1,PARTIDO COLORADO,ANR
18,1,0,0,1,13,5,3,129,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,51,5,2,2,ALIANZA GANAR,GANAR
18,1,0,0,1,13,5,3,129,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,12,3,3,PARTIDO FRENTE AMPLIO,PFA
18,1,0,0,1,13,5,3,129,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,3,15,4,4,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,MNAP
18,1,0,0,1,13,5,3,129,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,22,5,5,MOVIMIENTO SOBERANIA NACIONAL,SN
18,1,0,0,1,13,5,3,129,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,4,23,6,6,PARTIDO VERDE PARAGUAY,PVP
18,1,0,0,1,13,5,3,129,PRESIDENTE DE LA REPUBLICA,CONCEPCION,CONCEPCION,CONCEPCION,C.R.E.C JUAN E. O'LEARY,0,30,7,7,MOVIMIENTO RESERVA PATRIOTICA,MRP
